weld_force_recon,weld_current_recon,weld_voltatge_recon,weld_time_recon
0.06021092087030411,0.09018166363239288,0.5882483124732971,0.6597057580947876
0.06465380638837814,0.08735452592372894,0.5884310007095337,0.6610834002494812
0.0746094360947609,0.03989000618457794,0.5857992172241211,0.33501338958740234
0.0723206102848053,0.015761375427246094,0.5859972834587097,0.6642605662345886
0.05050013214349747,0.09619031846523285,0.5878474116325378,0.6580401062965393
0.09848853945732117,0.002738967537879944,0.5858598351478577,0.3385980725288391
0.02853238582611084,0.09706632792949677,0.5863864421844482,0.6470640301704407
0.0742725357413292,0.08081106841564178,0.5861853361129761,0.021666720509529114
0.07059165835380554,0.0757664293050766,0.5869924426078796,0.3298148512840271
0.0574396476149559,0.09195752441883087,0.588138997554779,0.6598524451255798
0.042419783771038055,0.16278894245624542,0.5900495052337646,0.6552850604057312
0.08465851843357086,0.08342538774013519,0.589614748954773,0.6667839884757996
0.08763304352760315,0.06695927679538727,0.5905027389526367,1.0023682117462158
0.06585780531167984,0.12916038930416107,0.5888867378234863,0.3309028148651123
0.052589043974876404,0.15442048013210297,0.5890361666679382,0.3271128833293915
0.0740961804986,0.10502709448337555,0.5897961854934692,0.6639719605445862
0.04550009220838547,0.13839299976825714,0.5892552733421326,0.6573886871337891
0.06732670962810516,0.09829975664615631,0.589063823223114,0.6622005105018616
0.09027120471000671,-0.004469141364097595,0.5863703489303589,0.6694008111953735
0.07247182726860046,0.03378574550151825,0.5867475867271423,0.6634519696235657
0.07357709854841232,0.02910548448562622,0.5866243243217468,0.662663996219635
0.04839104413986206,0.08002640306949615,0.587032675743103,0.6559625267982483
0.09435336291790009,0.032377734780311584,0.5868080258369446,0.3382986783981323
0.053820013999938965,0.11495022475719452,0.5874894857406616,0.3271809220314026
0.06321923434734344,0.11755029857158661,0.5882311463356018,0.3303740620613098
0.06492176651954651,0.11399205029010773,0.5881990194320679,0.33088910579681396
0.04190412908792496,0.20538483560085297,0.5904102325439453,0.3216952085494995
0.059683673083782196,0.15891863405704498,0.5910505652427673,0.660027265548706
0.0407489612698555,0.11098144948482513,0.5891477465629578,0.9848347306251526
0.0342608317732811,0.1362980753183365,0.5870553255081177,0.32185274362564087
0.032200247049331665,0.19194088876247406,0.5905738472938538,0.654620349407196
0.0930924117565155,0.07555563747882843,0.5885098576545715,0.33924931287765503
0.08310380578041077,0.08606277406215668,0.5896225571632385,0.6672277450561523
0.055048733949661255,0.1335037797689438,0.5910544395446777,0.992701530456543
0.08798030018806458,0.04019872844219208,0.5867000222206116,0.33601945638656616
0.060480691492557526,0.09433983266353607,0.5884427428245544,0.6609449982643127
0.062068842351436615,0.1866106539964676,0.5923612713813782,0.6626241207122803
0.04449484497308731,0.21129672229290009,0.5921892523765564,0.6556108593940735
0.04808856546878815,0.19064734876155853,0.5902221202850342,0.3244047462940216
0.048732876777648926,0.1837242990732193,0.5913317203521729,0.6555578112602234
0.03384105861186981,0.22119207680225372,0.591877818107605,0.6518528461456299
0.05641455948352814,0.18255291879177094,0.5904456973075867,0.32613998651504517
0.07989825308322906,0.12274710834026337,0.5909203290939331,0.6663153767585754
0.08744004368782043,0.12367884814739227,0.5887510180473328,0.003718063235282898
0.04977339506149292,0.17988596856594086,0.5899012088775635,0.3272637724876404
0.08843685686588287,0.09335814416408539,0.590287446975708,0.6699967384338379
0.04372836649417877,0.17818672955036163,0.590768039226532,0.6544928550720215
0.07476387172937393,0.11285553872585297,0.5901639461517334,0.6641321182250977
